iso_code,location,date,new_cases,total_cases,new_deaths,total_deaths
AF,Afghanistan,2020-05-07,0.0,2171.0,0.0,64.0
AF,Afghanistan,2020-05-08,0.0,2171.0,0.0,64.0
AF,Afghanistan,2020-05-09,0.0,2171.0,0.0,64.0
AF,Afghanistan,2020-05-10,1392.0,3563.0,41.0,105.0
AF,Afghanistan,2020-05-11,0.0,3563.0,0.0,105.0
AF,Afghanistan,2020-05-12,0.0,3563.0,0.0,105.0
AF,Afghanistan,2020-05-13,0.0,3563.0,0.0,105.0
AF,Afghanistan,2020-05-14,0.0,3563.0,0.0,105.0
AF,Afghanistan,2020-05-15,0.0,3563.0,0.0,105.0
AF,Afghanistan,2020-05-16,0.0,3563.0,0.0,105.0
AF,Afghanistan,2020-05-17,2490.0,6053.0,48.0,153.0
AF,Afghanistan,2020-05-18,0.0,6053.0,0.0,153.0
AF,Afghanistan,2020-05-19,0.0,6053.0,0.0,153.0
AF,Afghanistan,2020-05-20,0.0,6053.0,0.0,153.0
AF,Afghanistan,2020-05-21,0.0,6053.0,0.0,153.0
AF,Afghanistan,2020-05-22,0.0,6053.0,0.0,153.0
AF,Afghanistan,2020-05-23,0.0,6053.0,0.0,153.0
AF,Afghanistan,2020-05-24,3813.0,9866.0,58.0,211.0
AF,Afghanistan,2020-05-25,0.0,9866.0,0.0,211.0
AF,Afghanistan,2020-05-26,0.0,9866.0,0.0,211.0
AF,Afghanistan,2020-05-27,0.0,9866.0,0.0,211.0
AF,Afghanistan,2020-05-28,0.0,9866.0,0.0,211.0
AF,Afghanistan,2020-05-29,0.0,9866.0,0.0,211.0
AF,Afghanistan,2020-05-30,0.0,9866.0,0.0,211.0
AF,Afghanistan,2020-05-31,4577.0,14443.0,37.0,248.0
AF,Afghanistan,2020-06-01,0.0,14443.0,0.0,248.0
AF,Afghanistan,2020-06-02,0.0,14443.0,0.0,248.0
AF,Afghanistan,2020-06-03,0.0,14443.0,0.0,248.0
AF,Afghanistan,2020-06-04,0.0,14443.0,0.0,248.0
AF,Afghanistan,2020-06-05,0.0,14443.0,0.0,248.0
AF,Afghanistan,2020-06-06,0.0,14443.0,0.0,248.0
AF,Afghanistan,2020-06-07,5108.0,19551.0,79.0,327.0
AF,Afghanistan,2020-06-08,0.0,19551.0,0.0,327.0
AF,Afghanistan,2020-06-09,0.0,19551.0,0.0,327.0
AF,Afghanistan,2020-06-10,0.0,19551.0,0.0,327.0
AF,Afghanistan,2020-06-11,0.0,19551.0,0.0,327.0
AF,Afghanistan,2020-06-12,0.0,19551.0,0.0,327.0
AF,Afghanistan,2020-06-13,0.0,19551.0,0.0,327.0
AF,Afghanistan,2020-06-14,4551.0,24102.0,124.0,451.0
AF,Afghanistan,2020-06-15,0.0,24102.0,0.0,451.0
AF,Afghanistan,2020-06-16,0.0,24102.0,0.0,451.0
AF,Afghanistan,2020-06-17,0.0,24102.0,0.0,451.0
AF,Afghanistan,2020-06-18,0.0,24102.0,0.0,451.0
AF,Afghanistan,2020-06-19,0.0,24102.0,0.0,451.0
AF,Afghanistan,2020-06-20,0.0,24102.0,0.0,451.0
AF,Afghanistan,2020-06-21,4195.0,28297.0,97.0,548.0
AF,Afghanistan,2020-06-22,0.0,28297.0,0.0,548.0
AF,Afghanistan,2020-06-23,0.0,28297.0,0.0,548.0
AF,Afghanistan,2020-06-24,0.0,28297.0,0.0,548.0
AF,Afghanistan,2020-06-25,0.0,28297.0,0.0,548.0
AF,Afghanistan,2020-06-26,0.0,28297.0,0.0,548.0
AF,Afghanistan,2020-06-27,0.0,28297.0,0.0,548.0
AF,Afghanistan,2020-06-28,2319.0,30616.0,155.0,703.0
AF,Afghanistan,2020-06-29,0.0,30616.0,0.0,703.0
AF,Afghanistan,2020-06-30,0.0,30616.0,0.0,703.0
AF,Afghanistan,2020-07-01,0.0,30616.0,0.0,703.0
AF,Afghanistan,2020-07-02,0.0,30616.0,0.0,703.0
AF,Afghanistan,2020-07-03,0.0,30616.0,0.0,703.0
AF,Afghanistan,2020-07-04,0.0,30616.0,0.0,703.0
AF,Afghanistan,2020-07-05,2056.0,32672.0,123.0,826.0
AF,Afghanistan,2020-07-06,0.0,32672.0,0.0,826.0
AF,Afghanistan,2020-07-07,0.0,32672.0,0.0,826.0
AF,Afghanistan,2020-07-08,0.0,32672.0,0.0,826.0
AF,Afghanistan,2020-07-09,0.0,32672.0,0.0,826.0
AF,Afghanistan,2020-07-10,0.0,32672.0,0.0,826.0
AF,Afghanistan,2020-07-11,0.0,32672.0,0.0,826.0
AF,Afghanistan,2020-07-12,1679.0,34351.0,149.0,975.0
AF,Afghanistan,2020-07-13,0.0,34351.0,0.0,975.0
AF,Afghanistan,2020-07-14,0.0,34351.0,0.0,975.0
AF,Afghanistan,2020-07-15,0.0,34351.0,0.0,975.0
AF,Afghanistan,2020-07-16,0.0,34351.0,0.0,975.0
AF,Afghanistan,2020-07-17,0.0,34351.0,0.0,975.0
AF,Afghanistan,2020-07-18,0.0,34351.0,0.0,975.0
AF,Afghanistan,2020-07-19,938.0,35289.0,172.0,1147.0
AF,Afghanistan,2020-07-20,0.0,35289.0,0.0,1147.0
AF,Afghanistan,2020-07-21,0.0,35289.0,0.0,1147.0
AF,Afghanistan,2020-07-22,0.0,35289.0,0.0,1147.0
AF,Afghanistan,2020-07-23,0.0,35289.0,0.0,1147.0
AF,Afghanistan,2020-07-24,0.0,35289.0,0.0,1147.0
AF,Afghanistan,2020-07-25,0.0,35289.0,0.0,1147.0
AF,Afghanistan,2020-07-26,747.0,36036.0,99.0,1246.0
AF,Afghanistan,2020-07-27,0.0,36036.0,0.0,1246.0
AF,Afghanistan,2020-07-28,0.0,36036.0,0.0,1246.0
AF,Afghanistan,2020-07-29,0.0,36036.0,0.0,1246.0
AF,Afghanistan,2020-07-30,0.0,36036.0,0.0,1246.0
AF,Afghanistan,2020-07-31,0.0,36036.0,0.0,1246.0
AF,Afghanistan,2020-08-01,0.0,36036.0,0.0,1246.0
AF,Afghanistan,2020-08-02,674.0,36710.0,37.0,1283.0
AF,Afghanistan,2020-08-03,0.0,36710.0,0.0,1283.0
AF,Afghanistan,2020-08-04,0.0,36710.0,0.0,1283.0
AF,Afghanistan,2020-08-05,0.0,36710.0,0.0,1283.0
AF,Afghanistan,2020-08-06,0.0,36710.0,0.0,1283.0
AF,Afghanistan,2020-08-07,0.0,36710.0,0.0,1283.0
AF,Afghanistan,2020-08-08,0.0,36710.0,0.0,1283.0
AF,Afghanistan,2020-08-09,305.0,37015.0,24.0,1307.0
AF,Afghanistan,2020-08-10,0.0,37015.0,0.0,1307.0
AF,Afghanistan,2020-08-11,0.0,37015.0,0.0,1307.0
AF,Afghanistan,2020-08-12,0.0,37015.0,0.0,1307.0
AF,Afghanistan,2020-08-13,0.0,37015.0,0.0,1307.0
AF,Afghanistan,2020-08-14,0.0,37015.0,0.0,1307.0
AF,Afghanistan,2020-08-15,0.0,37015.0,0.0,1307.0
AF,Afghanistan,2020-08-16,536.0,37551.0,63.0,1370.0
AF,Afghanistan,2020-08-17,0.0,37551.0,0.0,1370.0
AF,Afghanistan,2020-08-18,0.0,37551.0,0.0,1370.0
AF,Afghanistan,2020-08-19,0.0,37551.0,0.0,1370.0
AF,Afghanistan,2020-08-20,0.0,37551.0,0.0,1370.0
AF,Afghanistan,2020-08-21,0.0,37551.0,0.0,1370.0
AF,Afghanistan,2020-08-22,0.0,37551.0,0.0,1370.0
AF,Afghanistan,2020-08-23,343.0,37894.0,15.0,1385.0
AF,Afghanistan,2020-08-24,0.0,37894.0,0.0,1385.0
AF,Afghanistan,2020-08-25,0.0,37894.0,0.0,1385.0
AF,Afghanistan,2020-08-26,0.0,37894.0,0.0,1385.0
AF,Afghanistan,2020-08-27,0.0,37894.0,0.0,1385.0
AF,Afghanistan,2020-08-28,0.0,37894.0,0.0,1385.0
AF,Afghanistan,2020-08-29,0.0,37894.0,0.0,1385.0
AF,Afghanistan,2020-08-30,249.0,38143.0,17.0,1402.0
AF,Afghanistan,2020-08-31,0.0,38143.0,0.0,1402.0
AF,Afghanistan,2020-09-01,0.0,38143.0,0.0,1402.0
AF,Afghanistan,2020-09-02,0.0,38143.0,0.0,1402.0
AF,Afghanistan,2020-09-03,0.0,38143.0,0.0,1402.0
AF,Afghanistan,2020-09-04,0.0,38143.0,0.0,1402.0
AF,Afghanistan,2020-09-05,0.0,38143.0,0.0,1402.0
AF,Afghanistan,2020-09-06,161.0,38304.0,7.0,1409.0
AF,Afghanistan,2020-09-07,0.0,38304.0,0.0,1409.0
AF,Afghanistan,2020-09-08,0.0,38304.0,0.0,1409.0
AF,Afghanistan,2020-09-09,0.0,38304.0,0.0,1409.0
AF,Afghanistan,2020-09-10,0.0,38304.0,0.0,1409.0
AF,Afghanistan,2020-09-11,0.0,38304.0,0.0,1409.0
AF,Afghanistan,2020-09-12,0.0,38304.0,0.0,1409.0
AF,Afghanistan,2020-09-13,337.0,38641.0,11.0,1420.0
AF,Afghanistan,2020-09-14,0.0,38641.0,0.0,1420.0
AF,Afghanistan,2020-09-15,0.0,38641.0,0.0,1420.0
AF,Afghanistan,2020-09-16,0.0,38641.0,0.0,1420.0
AF,Afghanistan,2020-09-17,0.0,38641.0,0.0,1420.0
AF,Afghanistan,2020-09-18,0.0,38641.0,0.0,1420.0
AF,Afghanistan,2020-09-19,0.0,38641.0,0.0,1420.0
AF,Afghanistan,2020-09-20,278.0,38919.0,17.0,1437.0
AF,Afghanistan,2020-09-21,0.0,38919.0,0.0,1437.0
AF,Afghanistan,2020-09-22,0.0,38919.0,0.0,1437.0
AF,Afghanistan,2020-09-23,0.0,38919.0,0.0,1437.0
AF,Afghanistan,2020-09-24,0.0,38919.0,0.0,1437.0
AF,Afghanistan,2020-09-25,0.0,38919.0,0.0,1437.0
AF,Afghanistan,2020-09-26,0.0,38919.0,0.0,1437.0
AF,Afghanistan,2020-09-27,273.0,39192.0,16.0,1453.0
AF,Afghanistan,2020-09-28,0.0,39192.0,0.0,1453.0
AF,Afghanistan,2020-09-29,0.0,39192.0,0.0,1453.0
AF,Afghanistan,2020-09-30,0.0,39192.0,0.0,1453.0
AF,Afghanistan,2020-10-01,0.0,39192.0,0.0,1453.0
AF,Afghanistan,2020-10-02,0.0,39192.0,0.0,1453.0
AF,Afghanistan,2020-10-03,0.0,39192.0,0.0,1453.0
AF,Afghanistan,2020-10-04,105.0,39297.0,9.0,1462.0
AF,Afghanistan,2020-10-05,0.0,39297.0,0.0,1462.0
AF,Afghanistan,2020-10-06,0.0,39297.0,0.0,1462.0
AF,Afghanistan,2020-10-07,0.0,39297.0,0.0,1462.0
AF,Afghanistan,2020-10-08,0.0,39297.0,0.0,1462.0
AF,Afghanistan,2020-10-09,0.0,39297.0,0.0,1462.0
AF,Afghanistan,2020-10-10,0.0,39297.0,0.0,1462.0
AF,Afghanistan,2020-10-11,406.0,39703.0,11.0,1473.0
AF,Afghanistan,2020-10-12,0.0,39703.0,0.0,1473.0
AF,Afghanistan,2020-10-13,0.0,39703.0,0.0,1473.0
AF,Afghanistan,2020-10-14,0.0,39703.0,0.0,1473.0
AF,Afghanistan,2020-10-15,0.0,39703.0,0.0,1473.0
AF,Afghanistan,2020-10-16,0.0,39703.0,0.0,1473.0
AF,Afghanistan,2020-10-17,0.0,39703.0,0.0,1473.0
AF,Afghanistan,2020-10-18,438.0,40141.0,15.0,1488.0
AF,Afghanistan,2020-10-19,0.0,40141.0,0.0,1488.0
AF,Afghanistan,2020-10-20,0.0,40141.0,0.0,1488.0
AF,Afghanistan,2020-10-21,0.0,40141.0,0.0,1488.0
AF,Afghanistan,2020-10-22,0.0,40141.0,0.0,1488.0
AF,Afghanistan,2020-10-23,0.0,40141.0,0.0,1488.0
AF,Afghanistan,2020-10-24,0.0,40141.0,0.0,1488.0
AF,Afghanistan,2020-10-25,627.0,40768.0,23.0,1511.0
AF,Afghanistan,2020-10-26,0.0,40768.0,0.0,1511.0
AF,Afghanistan,2020-10-27,0.0,40768.0,0.0,1511.0
AF,Afghanistan,2020-10-28,0.0,40768.0,0.0,1511.0
AF,Afghanistan,2020-10-29,0.0,40768.0,0.0,1511.0
AF,Afghanistan,2020-10-30,0.0,40768.0,0.0,1511.0
AF,Afghanistan,2020-10-31,0.0,40768.0,0.0,1511.0
AF,Afghanistan,2020-11-01,657.0,41425.0,25.0,1536.0
AF,Afghanistan,2020-11-02,0.0,41425.0,0.0,1536.0
AF,Afghanistan,2020-11-03,0.0,41425.0,0.0,1536.0
AF,Afghanistan,2020-11-04,0.0,41425.0,0.0,1536.0
AF,Afghanistan,2020-11-05,0.0,41425.0,0.0,1536.0
AF,Afghanistan,2020-11-06,0.0,41425.0,0.0,1536.0
AF,Afghanistan,2020-11-07,0.0,41425.0,0.0,1536.0
AF,Afghanistan,2020-11-08,608.0,42033.0,20.0,1556.0
AF,Afghanistan,2020-11-09,0.0,42033.0,0.0,1556.0
AF,Afghanistan,2020-11-10,0.0,42033.0,0.0,1556.0
AF,Afghanistan,2020-11-11,0.0,42033.0,0.0,1556.0
AF,Afghanistan,2020-11-12,0.0,42033.0,0.0,1556.0
AF,Afghanistan,2020-11-13,0.0,42033.0,0.0,1556.0
AF,Afghanistan,2020-11-14,0.0,42033.0,0.0,1556.0
AF,Afghanistan,2020-11-15,1002.0,43035.0,49.0,1605.0
AF,Afghanistan,2020-11-16,0.0,43035.0,0.0,1605.0
AF,Afghanistan,2020-11-17,0.0,43035.0,0.0,1605.0
AF,Afghanistan,2020-11-18,0.0,43035.0,0.0,1605.0
AF,Afghanistan,2020-11-19,0.0,43035.0,0.0,1605.0
AF,Afghanistan,2020-11-20,0.0,43035.0,0.0,1605.0
AF,Afghanistan,2020-11-21,0.0,43035.0,0.0,1605.0
AF,Afghanistan,2020-11-22,1468.0,44503.0,70.0,1675.0
AF,Afghanistan,2020-11-23,0.0,44503.0,0.0,1675.0
AF,Afghanistan,2020-11-24,0.0,44503.0,0.0,1675.0
AF,Afghanistan,2020-11-25,0.0,44503.0,0.0,1675.0
AF,Afghanistan,2020-11-26,0.0,44503.0,0.0,1675.0
AF,Afghanistan,2020-11-27,0.0,44503.0,0.0,1675.0
AF,Afghanistan,2020-11-28,0.0,44503.0,0.0,1675.0
AF,Afghanistan,2020-11-29,1463.0,45966.0,77.0,1752.0
AF,Afghanistan,2020-11-30,0.0,45966.0,0.0,1752.0
AF,Afghanistan,2020-12-01,0.0,45966.0,0.0,1752.0
AF,Afghanistan,2020-12-02,0.0,45966.0,0.0,1752.0
AF,Afghanistan,2020-12-03,0.0,45966.0,0.0,1752.0
AF,Afghanistan,2020-12-04,0.0,45966.0,0.0,1752.0
AF,Afghanistan,2020-12-05,0.0,45966.0,0.0,1752.0
AF,Afghanistan,2020-12-06,1675.0,47641.0,113.0,1865.0
AF,Afghanistan,2020-12-07,0.0,47641.0,0.0,1865.0
AF,Afghanistan,2020-12-08,0.0,47641.0,0.0,1865.0
AF,Afghanistan,2020-12-09,0.0,47641.0,0.0,1865.0
AF,Afghanistan,2020-12-10,0.0,47641.0,0.0,1865.0
AF,Afghanistan,2020-12-11,0.0,47641.0,0.0,1865.0
AF,Afghanistan,2020-12-12,0.0,47641.0,0.0,1865.0
AF,Afghanistan,2020-12-13,1311.0,48952.0,95.0,1960.0
AF,Afghanistan,2020-12-14,0.0,48952.0,0.0,1960.0
AF,Afghanistan,2020-12-15,0.0,48952.0,0.0,1960.0
AF,Afghanistan,2020-12-16,0.0,48952.0,0.0,1960.0
AF,Afghanistan,2020-12-17,0.0,48952.0,0.0,1960.0
AF,Afghanistan,2020-12-18,0.0,48952.0,0.0,1960.0
AF,Afghanistan,2020-12-19,0.0,48952.0,0.0,1960.0
AF,Afghanistan,2020-12-20,1584.0,50536.0,94.0,2054.0
AF,Afghanistan,2020-12-21,0.0,50536.0,0.0,2054.0
AF,Afghanistan,2020-12-22,0.0,50536.0,0.0,2054.0
AF,Afghanistan,2020-12-23,0.0,50536.0,0.0,2054.0
AF,Afghanistan,2020-12-24,0.0,50536.0,0.0,2054.0
AF,Afghanistan,2020-12-25,0.0,50536.0,0.0,2054.0
AF,Afghanistan,2020-12-26,0.0,50536.0,0.0,2054.0
AF,Afghanistan,2020-12-27,1312.0,51848.0,104.0,2158.0
AF,Afghanistan,2020-12-28,0.0,51848.0,0.0,2158.0
AF,Afghanistan,2020-12-29,0.0,51848.0,0.0,2158.0
AF,Afghanistan,2020-12-30,0.0,51848.0,0.0,2158.0
AF,Afghanistan,2020-12-31,0.0,51848.0,0.0,2158.0
AF,Afghanistan,2021-01-01,0.0,51848.0,0.0,2158.0
AF,Afghanistan,2021-01-02,0.0,51848.0,0.0,2158.0
AF,Afghanistan,2021-01-03,861.0,52709.0,63.0,2221.0
AF,Afghanistan,2021-01-04,0.0,52709.0,0.0,2221.0
AF,Afghanistan,2021-01-05,0.0,52709.0,0.0,2221.0
AF,Afghanistan,2021-01-06,0.0,52709.0,0.0,2221.0
AF,Afghanistan,2021-01-07,0.0,52709.0,0.0,2221.0
AF,Afghanistan,2021-01-08,0.0,52709.0,0.0,2221.0
AF,Afghanistan,2021-01-09,0.0,52709.0,0.0,2221.0
AF,Afghanistan,2021-01-10,780.0,53489.0,56.0,2277.0
AF,Afghanistan,2021-01-11,0.0,53489.0,0.0,2277.0
AF,Afghanistan,2021-01-12,0.0,53489.0,0.0,2277.0
AF,Afghanistan,2021-01-13,0.0,53489.0,0.0,2277.0
AF,Afghanistan,2021-01-14,0.0,53489.0,0.0,2277.0
AF,Afghanistan,2021-01-15,0.0,53489.0,0.0,2277.0
AF,Afghanistan,2021-01-16,0.0,53489.0,0.0,2277.0
AF,Afghanistan,2021-01-17,495.0,53984.0,62.0,2339.0
AF,Afghanistan,2021-01-18,0.0,53984.0,0.0,2339.0
AF,Afghanistan,2021-01-19,0.0,53984.0,0.0,2339.0
AF,Afghanistan,2021-01-20,0.0,53984.0,0.0,2339.0
AF,Afghanistan,2021-01-21,0.0,53984.0,0.0,2339.0
AF,Afghanistan,2021-01-22,0.0,53984.0,0.0,2339.0
AF,Afghanistan,2021-01-23,0.0,53984.0,0.0,2339.0
AF,Afghanistan,2021-01-24,611.0,54595.0,39.0,2378.0
AF,Afghanistan,2021-01-25,0.0,54595.0,0.0,2378.0
AF,Afghanistan,2021-01-26,0.0,54595.0,0.0,2378.0
AF,Afghanistan,2021-01-27,0.0,54595.0,0.0,2378.0
AF,Afghanistan,2021-01-28,0.0,54595.0,0.0,2378.0
AF,Afghanistan,2021-01-29,0.0,54595.0,0.0,2378.0
AF,Afghanistan,2021-01-30,0.0,54595.0,0.0,2378.0
AF,Afghanistan,2021-01-31,428.0,55023.0,22.0,2400.0
AF,Afghanistan,2021-02-01,0.0,55023.0,0.0,2400.0
AF,Afghanistan,2021-02-02,0.0,55023.0,0.0,2400.0
AF,Afghanistan,2021-02-03,0.0,55023.0,0.0,2400.0
AF,Afghanistan,2021-02-04,0.0,55023.0,0.0,2400.0
AF,Afghanistan,2021-02-05,0.0,55023.0,0.0,2400.0
AF,Afghanistan,2021-02-06,0.0,55023.0,0.0,2400.0
AF,Afghanistan,2021-02-07,312.0,55335.0,10.0,2410.0
AF,Afghanistan,2021-02-08,0.0,55335.0,0.0,2410.0
AF,Afghanistan,2021-02-09,0.0,55335.0,0.0,2410.0
AF,Afghanistan,2021-02-10,0.0,55335.0,0.0,2410.0
AF,Afghanistan,2021-02-11,0.0,55335.0,0.0,2410.0
AF,Afghanistan,2021-02-12,0.0,55335.0,0.0,2410.0
AF,Afghanistan,2021-02-13,0.0,55335.0,0.0,2410.0
